run_accession	sample_accession	experiment_accession	study_accession	fastq_ftp
ERR321227	SAMEA2155055	ERX294360	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321227/ERR321227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321227/ERR321227_2.fastq.gz
ERR321228	SAMEA2157853	ERX294361	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321228/ERR321228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321228/ERR321228_2.fastq.gz
ERR321235	SAMEA2153887	ERX294368	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321235/ERR321235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321235/ERR321235_2.fastq.gz
ERR321236	SAMEA2152904	ERX294369	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321236/ERR321236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321236/ERR321236_2.fastq.gz
ERR321238	SAMEA2149318	ERX294371	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321238/ERR321238_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321238/ERR321238_2.fastq.gz
ERR321239	SAMEA2149318	ERX294372	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321239/ERR321239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321239/ERR321239_2.fastq.gz
ERR321241	SAMEA2151468	ERX294374	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321241/ERR321241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321241/ERR321241_2.fastq.gz
ERR321566	SAMEA2161897	ERX294699	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321566/ERR321566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321566/ERR321566_2.fastq.gz
ERR321242	SAMEA2154726	ERX294375	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321242/ERR321242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321242/ERR321242_2.fastq.gz
ERR321569	SAMEA2146600	ERX294702	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321569/ERR321569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321569/ERR321569_2.fastq.gz
ERR321244	SAMEA2149627	ERX294377	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321244/ERR321244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321244/ERR321244_2.fastq.gz
ERR321574	SAMEA2156032	ERX294707	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321574/ERR321574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321574/ERR321574_2.fastq.gz
ERR321578	SAMEA2144396	ERX294711	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321578/ERR321578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321578/ERR321578_2.fastq.gz
ERR321583	SAMEA2161311	ERX294716	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321583/ERR321583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321583/ERR321583_2.fastq.gz
ERR321584	SAMEA2152443	ERX294717	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321584/ERR321584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321584/ERR321584_2.fastq.gz
ERR321252	SAMEA1964852	ERX294385	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321252/ERR321252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321252/ERR321252_2.fastq.gz
ERR321591	SAMEA2161657	ERX294724	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321591/ERR321591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321591/ERR321591_2.fastq.gz
ERR321254	SAMEA1969126	ERX294387	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321254/ERR321254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321254/ERR321254_2.fastq.gz
ERR321593	SAMEA2156577	ERX294726	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321593/ERR321593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321593/ERR321593_2.fastq.gz
ERR321256	SAMEA1969126	ERX294389	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321256/ERR321256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321256/ERR321256_2.fastq.gz
ERR321257	SAMEA2151677	ERX294390	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321257/ERR321257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321257/ERR321257_2.fastq.gz
ERR321596	SAMEA2159032	ERX294729	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321596/ERR321596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321596/ERR321596_2.fastq.gz
ERR321259	SAMEA2151677	ERX294392	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321259/ERR321259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321259/ERR321259_2.fastq.gz
ERR321598	SAMEA2149794	ERX294731	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321598/ERR321598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321598/ERR321598_2.fastq.gz
ERR321262	SAMEA2159429	ERX294395	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321262/ERR321262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321262/ERR321262_2.fastq.gz
ERR321263	SAMEA2159429	ERX294396	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321263/ERR321263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321263/ERR321263_2.fastq.gz
ERR321268	SAMEA2159429	ERX294401	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321268/ERR321268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321268/ERR321268_2.fastq.gz
ERR321272	SAMEA2163504	ERX294405	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321272/ERR321272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321272/ERR321272_2.fastq.gz
ERR321280	SAMEA2155310	ERX294413	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321280/ERR321280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321280/ERR321280_2.fastq.gz
ERR321283	SAMEA2157192	ERX294416	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321283/ERR321283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321283/ERR321283_2.fastq.gz
ERR321287	SAMEA2146731	ERX294420	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321287/ERR321287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321287/ERR321287_2.fastq.gz
ERR321288	SAMEA2146731	ERX294421	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321288/ERR321288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321288/ERR321288_2.fastq.gz
ERR321293	SAMEA1964695	ERX294426	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321293/ERR321293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321293/ERR321293_2.fastq.gz
ERR321294	SAMEA1964695	ERX294427	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321294/ERR321294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321294/ERR321294_2.fastq.gz
ERR321298	SAMEA1964695	ERX294431	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321298/ERR321298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321298/ERR321298_2.fastq.gz
ERR321307	SAMEA1966821	ERX294440	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321307/ERR321307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321307/ERR321307_2.fastq.gz
ERR321311	SAMEA2146682	ERX294444	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321311/ERR321311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321311/ERR321311_2.fastq.gz
ERR321601	SAMEA2142970	ERX294734	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321601/ERR321601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321601/ERR321601_2.fastq.gz
ERR321608	SAMEA2155520	ERX294741	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321608/ERR321608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321608/ERR321608_2.fastq.gz
ERR321609	SAMEA2159162	ERX294742	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321609/ERR321609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321609/ERR321609_2.fastq.gz
ERR321610	SAMEA1972381	ERX294743	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321610/ERR321610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321610/ERR321610_2.fastq.gz
ERR321312	SAMEA2150909	ERX294445	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321312/ERR321312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321312/ERR321312_2.fastq.gz
ERR321613	SAMEA2160616	ERX294746	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321613/ERR321613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321613/ERR321613_2.fastq.gz
ERR321617	SAMEA2162811	ERX294750	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321617/ERR321617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321617/ERR321617_2.fastq.gz
ERR321313	SAMEA2150909	ERX294446	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321313/ERR321313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321313/ERR321313_2.fastq.gz
ERR321618	SAMEA2154036	ERX294751	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321618/ERR321618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321618/ERR321618_2.fastq.gz
ERR321316	SAMEA2150909	ERX294449	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321316/ERR321316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321316/ERR321316_2.fastq.gz
ERR321620	SAMEA2151007	ERX294753	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321620/ERR321620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321620/ERR321620_2.fastq.gz
ERR321319	SAMEA2145068	ERX294452	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321319/ERR321319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321319/ERR321319_2.fastq.gz
ERR321624	SAMEA2150234	ERX294757	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321624/ERR321624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321624/ERR321624_2.fastq.gz
ERR321327	SAMEA2144588	ERX294460	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321327/ERR321327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321327/ERR321327_2.fastq.gz
ERR321628	SAMEA2159338	ERX294761	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321628/ERR321628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321628/ERR321628_2.fastq.gz
ERR321329	SAMEA2144588	ERX294462	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321329/ERR321329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321329/ERR321329_2.fastq.gz
ERR321632	SAMEA2155134	ERX294765	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321632/ERR321632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321632/ERR321632_2.fastq.gz
ERR321334	SAMEA2162880	ERX294467	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321334/ERR321334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321334/ERR321334_2.fastq.gz
ERR321634	SAMEA2160152	ERX294767	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321634/ERR321634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321634/ERR321634_2.fastq.gz
ERR321335	SAMEA2162880	ERX294468	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321335/ERR321335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321335/ERR321335_2.fastq.gz
ERR321342	SAMEA2153557	ERX294475	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321342/ERR321342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321342/ERR321342_2.fastq.gz
ERR321635	SAMEA2142349	ERX294768	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321635/ERR321635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321635/ERR321635_2.fastq.gz
ERR321344	SAMEA2153557	ERX294477	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321344/ERR321344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321344/ERR321344_2.fastq.gz
ERR321637	SAMEA2149241	ERX294770	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321637/ERR321637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321637/ERR321637_2.fastq.gz
ERR321349	SAMEA2149539	ERX294482	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321349/ERR321349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321349/ERR321349_2.fastq.gz
ERR321645	SAMEA2157972	ERX294778	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321645/ERR321645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321645/ERR321645_2.fastq.gz
ERR321350	SAMEA2149539	ERX294483	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321350/ERR321350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321350/ERR321350_2.fastq.gz
ERR321656	SAMEA2150168	ERX294789	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321656/ERR321656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321656/ERR321656_2.fastq.gz
ERR321351	SAMEA2149539	ERX294484	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321351/ERR321351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321351/ERR321351_2.fastq.gz
ERR321355	SAMEA2158408	ERX294488	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321355/ERR321355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321355/ERR321355_2.fastq.gz
ERR321367	SAMEA2146320	ERX294500	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321367/ERR321367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321367/ERR321367_2.fastq.gz
ERR321369	SAMEA2146908	ERX294502	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321369/ERR321369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321369/ERR321369_2.fastq.gz
ERR321371	SAMEA2146908	ERX294504	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321371/ERR321371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321371/ERR321371_2.fastq.gz
ERR321373	SAMEA2147384	ERX294506	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321373/ERR321373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321373/ERR321373_2.fastq.gz
ERR321378	SAMEA2163248	ERX294511	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321378/ERR321378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321378/ERR321378_2.fastq.gz
ERR321385	SAMEA2154992	ERX294518	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321385/ERR321385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321385/ERR321385_2.fastq.gz
ERR321391	SAMEA2142846	ERX294524	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321391/ERR321391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321391/ERR321391_2.fastq.gz
ERR321392	SAMEA2142846	ERX294525	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321392/ERR321392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321392/ERR321392_2.fastq.gz
ERR321393	SAMEA2154516	ERX294526	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321393/ERR321393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321393/ERR321393_2.fastq.gz
ERR321395	SAMEA2156362	ERX294528	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321395/ERR321395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321395/ERR321395_2.fastq.gz
ERR321398	SAMEA2148265	ERX294531	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321398/ERR321398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321398/ERR321398_2.fastq.gz
ERR321399	SAMEA2153010	ERX294532	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321399/ERR321399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321399/ERR321399_2.fastq.gz
ERR321401	SAMEA2153010	ERX294534	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321401/ERR321401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321401/ERR321401_2.fastq.gz
ERR321405	SAMEA2158454	ERX294538	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321405/ERR321405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321405/ERR321405_2.fastq.gz
ERR321407	SAMEA2158454	ERX294540	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321407/ERR321407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321407/ERR321407_2.fastq.gz
ERR321409	SAMEA2158100	ERX294542	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321409/ERR321409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321409/ERR321409_2.fastq.gz
ERR321411	SAMEA2158100	ERX294544	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321411/ERR321411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321411/ERR321411_2.fastq.gz
ERR321413	SAMEA2147070	ERX294546	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321413/ERR321413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321413/ERR321413_2.fastq.gz
ERR321414	SAMEA2147070	ERX294547	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321414/ERR321414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321414/ERR321414_2.fastq.gz
ERR321424	SAMEA2162259	ERX294557	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321424/ERR321424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321424/ERR321424_2.fastq.gz
ERR321430	SAMEA2160437	ERX294563	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321430/ERR321430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321430/ERR321430_2.fastq.gz
ERR321431	SAMEA2160437	ERX294564	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321431/ERR321431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321431/ERR321431_2.fastq.gz
ERR321432	SAMEA2160437	ERX294565	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321432/ERR321432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321432/ERR321432_2.fastq.gz
ERR321438	SAMEA2154452	ERX294571	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321438/ERR321438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321438/ERR321438_2.fastq.gz
ERR321439	SAMEA2154452	ERX294572	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321439/ERR321439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321439/ERR321439_2.fastq.gz
ERR321443	SAMEA2142848	ERX294576	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321443/ERR321443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321443/ERR321443_2.fastq.gz
ERR321444	SAMEA2142848	ERX294577	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321444/ERR321444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321444/ERR321444_2.fastq.gz
ERR321446	SAMEA2144525	ERX294579	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321446/ERR321446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321446/ERR321446_2.fastq.gz
ERR321447	SAMEA2144525	ERX294580	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321447/ERR321447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321447/ERR321447_2.fastq.gz
ERR321448	SAMEA2144525	ERX294581	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321448/ERR321448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321448/ERR321448_2.fastq.gz
ERR321449	SAMEA2144525	ERX294582	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321449/ERR321449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321449/ERR321449_2.fastq.gz
ERR321450	SAMEA2158521	ERX294583	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321450/ERR321450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321450/ERR321450_2.fastq.gz
ERR321453	SAMEA2158521	ERX294586	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321453/ERR321453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321453/ERR321453_2.fastq.gz
ERR321456	SAMEA2155636	ERX294589	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321456/ERR321456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321456/ERR321456_2.fastq.gz
ERR321460	SAMEA2162200	ERX294593	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321460/ERR321460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321460/ERR321460_2.fastq.gz
ERR321463	SAMEA2145301	ERX294596	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321463/ERR321463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321463/ERR321463_2.fastq.gz
ERR321464	SAMEA2147587	ERX294597	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321464/ERR321464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321464/ERR321464_2.fastq.gz
ERR321468	SAMEA2159408	ERX294601	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321468/ERR321468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321468/ERR321468_2.fastq.gz
ERR321470	SAMEA2157747	ERX294603	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321470/ERR321470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321470/ERR321470_2.fastq.gz
